Region ,Year,Month,Index,Change from Corresponding Quarter of Previous Year (%),Change from Previous Period (%) 
Perth,2009,Dec,94.5,2.1,0.5
Perth,2010,Mar,95.6,3.4,1.2
Perth,2010,Jun,96.5,3.4,0.9
Perth,2010,Sep,96.9,3.1,0.4
Perth,2010,Dec,97.0,2.6,0.1
Perth,2011,Mar,98.1,2.6,1.1
Perth,2011,Jun,99.4,3.0,1.3
Perth,2011,Sep,99.6,2.8,0.2
Perth,2011,Dec,99.8,2.9,0.2
Perth,2012,Mar,100.0,1.9,0.2
Perth,2012,Jun,100.5,1.1,0.5
Perth,2012,Sep,101.6,2.0,1.1
Perth,2012,Dec,101.9,2.1,0.3
Perth,2013,Mar,102.4,2.4,0.5
Perth,2013,Jun,103.0,2.5,0.6
Perth,2013,Sep,104.2,2.6,1.2
Perth,2013,Dec,104.9,2.9,0.7
Perth,2014,Mar,105.6,3.1,0.7
Perth,2014,Jun,106.4,3.3,0.8
Perth,2014,Sep,106.9,2.6,0.5
Perth,2014,Dec,107.0,2.0,0.1
Perth,2015,Mar,107.1,1.4,0.1
Perth,2015,Jun,107.7,1.2,0.6
Perth,2015,Sep,108.1,1.1,0.4
Perth,2015,Dec,108.6,1.5,0.5
Perth,2016,Mar,107.9,0.7,-0.6
Perth,2016,Jun,108.2,0.5,0.3
Perth,2016,Sep,108.6,0.5,0.4
Perth,2016,Dec,109.0,0.4,0.4
Perth,2017,Mar,109.0,1.0,0.0
Perth,2017,Jun,109.0,0.7,0.0
Perth,2017,Sep,109.5,0.8,0.5
Perth,2017,Dec,109.9,0.8,0.4
Perth,2018,Mar,110.0,0.9,0.1
Perth,2018,Jun,110.2,1.1,0.2
Perth,2018,Sep,110.8,1.2,0.5
Perth,2018,Dec,111.3,1.3,0.5
Perth,2019,Mar,111.2,1.1,-0.1
Perth,2019,Jun,112.0,1.6,0.7
Perth,2019,Sep,112.6,1.6,0.5
Perth,2019,Dec,113.1,1.6,0.4
Perth,2020,Mar,113.5,2.1,0.4
Perth,2020,Jun,112.1,0.1,-1.2
Perth,2020,Sep,114.1,1.3,1.8
Perth,2020,Dec,113.0,-0.1,-1.0
Perth,2021,Mar,114.6,1.0,1.4
Perth,2021,Jun,116.8,4.2,1.9
Perth,2021,Sep,117.7,3.2,0.8
Perth,2021,Dec,119.4,5.7,1.4
Perth,2022,Mar,123.3,7.6,3.3
Perth,2022,Jun,125.4,7.4,1.7
Perth,2022,Sep,124.8,6.0,-0.5
Perth,2022,Dec,129.3,8.3,3.6
Perth,2023,Mar,130.4,5.8,0.9
Perth,2023,Jun,131.5,4.9,0.8
Hobart,1949,Sep,4.1,7.9,0.0
Hobart,1949,Dec,4.2,7.7,2.4
Hobart,1950,Mar,4.2,5.0,0.0
Hobart,1950,Jun,4.3,4.9,2.4
Hobart,1950,Sep,4.4,7.3,2.3
Hobart,1950,Dec,4.5,7.1,2.3
Hobart,1951,Mar,4.8,14.3,6.7
Hobart,1951,Jun,5.2,20.9,8.3
Hobart,1951,Sep,5.4,22.7,3.8
Hobart,1951,Dec,5.8,28.9,7.4
Hobart,1952,Mar,6.0,25.0,3.4
Hobart,1952,Jun,6.2,19.2,3.3
Hobart,1952,Sep,6.3,16.7,1.6
Hobart,1952,Dec,6.4,10.3,1.6
Hobart,1953,Mar,6.5,8.3,1.6
Hobart,1953,Jun,6.6,6.5,1.5
Hobart,1953,Sep,6.8,7.9,3.0
Hobart,1953,Dec,6.8,6.3,0.0
Hobart,1954,Mar,6.8,4.6,0.0
Hobart,1954,Jun,6.8,3.0,0.0
Hobart,1954,Sep,6.7,-1.5,-1.5
Hobart,1954,Dec,6.7,-1.5,0.0
Hobart,1955,Mar,6.8,0.0,1.5
Hobart,1955,Jun,6.8,0.0,0.0
Hobart,1955,Sep,7.0,4.5,2.9
Hobart,1955,Dec,7.1,6.0,1.4
Hobart,1956,Mar,7.2,5.9,1.4
Hobart,1956,Jun,7.4,8.8,2.8
Hobart,1956,Sep,7.5,7.1,1.4
Hobart,1956,Dec,7.6,7.0,1.3
Hobart,1957,Mar,7.6,5.6,0.0
Hobart,1957,Jun,7.6,2.7,0.0
Hobart,1957,Sep,7.6,1.3,0.0
Hobart,1957,Dec,7.6,0.0,0.0
Hobart,1958,Mar,7.6,0.0,0.0
Hobart,1958,Jun,7.6,0.0,0.0
Hobart,1958,Sep,7.6,0.0,0.0
Hobart,1958,Dec,7.7,1.3,1.3
Hobart,1959,Mar,7.7,1.3,0.0
Hobart,1959,Jun,7.7,1.3,0.0
Hobart,1959,Sep,7.7,1.3,0.0
Hobart,1959,Dec,7.7,0.0,0.0
Hobart,1960,Mar,7.8,1.3,1.3
Hobart,1960,Jun,7.9,2.6,1.3
Hobart,1960,Sep,8.1,5.2,2.5
Hobart,1960,Dec,8.2,6.5,1.2
Hobart,1961,Mar,8.3,6.4,1.2
Hobart,1961,Jun,8.3,5.1,0.0
Hobart,1961,Sep,8.4,3.7,1.2
Hobart,1961,Dec,8.3,1.2,-1.2
Hobart,1962,Mar,8.3,0.0,0.0
Hobart,1962,Jun,8.3,0.0,0.0
Hobart,1962,Sep,8.3,-1.2,0.0
Hobart,1962,Dec,8.3,0.0,0.0
Hobart,1963,Mar,8.3,0.0,0.0
Hobart,1963,Jun,8.3,0.0,0.0
Hobart,1963,Sep,8.3,0.0,0.0
Hobart,1963,Dec,8.4,1.2,1.2
Hobart,1964,Mar,8.4,1.2,0.0
Hobart,1964,Jun,8.4,1.2,0.0
Hobart,1964,Sep,8.5,2.4,1.2
Hobart,1964,Dec,8.6,2.4,1.2
Hobart,1965,Mar,8.6,2.4,0.0
Hobart,1965,Jun,8.8,4.8,2.3
Hobart,1965,Sep,8.9,4.7,1.1
Hobart,1965,Dec,9.0,4.7,1.1
Hobart,1966,Mar,8.9,3.5,-1.1
Hobart,1966,Jun,9.0,2.3,1.1
Hobart,1966,Sep,9.0,1.1,0.0
Hobart,1966,Dec,9.0,0.0,0.0
Hobart,1967,Mar,9.2,3.4,2.2
Hobart,1967,Jun,9.3,3.3,1.1
Hobart,1967,Sep,9.5,5.6,2.2
Hobart,1967,Dec,9.6,6.7,1.1
Hobart,1968,Mar,9.5,3.3,-1.0
Hobart,1968,Jun,9.5,2.2,0.0
Hobart,1968,Sep,9.6,1.1,1.1
Hobart,1968,Dec,9.7,1.0,1.0
Hobart,1969,Mar,9.7,2.1,0.0
Hobart,1969,Jun,9.8,3.2,1.0
Hobart,1969,Sep,9.8,2.1,0.0
Hobart,1969,Dec,9.9,2.1,1.0
Hobart,1970,Mar,9.9,2.1,0.0
Hobart,1970,Jun,10.0,2.0,1.0
Hobart,1970,Sep,10.0,2.0,0.0
Hobart,1970,Dec,10.3,4.0,3.0
Hobart,1971,Mar,10.3,4.0,0.0
Hobart,1971,Jun,10.5,5.0,1.9
Hobart,1971,Sep,10.7,7.0,1.9
Hobart,1971,Dec,11.0,6.8,2.8
Hobart,1972,Mar,11.1,7.8,0.9
Hobart,1972,Jun,11.1,5.7,0.0
Hobart,1972,Sep,11.3,5.6,1.8
Hobart,1972,Dec,11.4,3.6,0.9
Hobart,1973,Mar,11.6,4.5,1.8
Hobart,1973,Jun,12.0,8.1,3.4
Hobart,1973,Sep,12.3,8.8,2.5
Hobart,1973,Dec,12.9,13.2,4.9
Hobart,1974,Mar,13.1,12.9,1.6
Hobart,1974,Jun,13.7,14.2,4.6
Hobart,1974,Sep,14.4,17.1,5.1
Hobart,1974,Dec,15.1,17.1,4.9
Hobart,1975,Mar,15.4,17.6,2.0
Hobart,1975,Jun,15.9,16.1,3.2
Hobart,1975,Sep,16.1,11.8,1.3
Hobart,1975,Dec,17.3,14.6,7.5
Hobart,1976,Mar,17.7,14.9,2.3
Hobart,1976,Jun,18.3,15.1,3.4
Hobart,1976,Sep,18.7,16.1,2.2
Hobart,1976,Dec,19.8,14.5,5.9
Hobart,1977,Mar,20.2,14.1,2.0
Hobart,1977,Jun,20.7,13.1,2.5
Hobart,1977,Sep,21.2,13.4,2.4
Hobart,1977,Dec,21.7,9.6,2.4
Hobart,1978,Mar,22.0,8.9,1.4
Hobart,1978,Jun,22.4,8.2,1.8
Hobart,1978,Sep,22.7,7.1,1.3
Hobart,1978,Dec,23.2,6.9,2.2
Hobart,1979,Mar,23.7,7.7,2.2
Hobart,1979,Jun,24.4,8.9,3.0
Hobart,1979,Sep,25.0,10.1,2.5
Hobart,1979,Dec,25.7,10.8,2.8
Hobart,1980,Mar,26.2,10.5,1.9
Hobart,1980,Jun,26.8,9.8,2.3
Hobart,1980,Sep,27.5,10.0,2.6
Hobart,1980,Dec,28.0,8.9,1.8
Hobart,1981,Mar,28.6,9.2,2.1
Hobart,1981,Jun,29.2,9.0,2.1
Hobart,1981,Sep,29.9,8.7,2.4
Hobart,1981,Dec,31.0,10.7,3.7
Hobart,1982,Mar,31.5,10.1,1.6
Hobart,1982,Jun,32.1,9.9,1.9
Hobart,1982,Sep,33.1,10.7,3.1
Hobart,1982,Dec,34.2,10.3,3.3
Hobart,1983,Mar,35.0,11.1,2.3
Hobart,1983,Jun,35.6,10.9,1.7
Hobart,1983,Sep,36.1,9.1,1.4
Hobart,1983,Dec,36.9,7.9,2.2
Hobart,1984,Mar,37.0,5.7,0.3
Hobart,1984,Jun,37.0,3.9,0.0
Hobart,1984,Sep,37.4,3.6,1.1
Hobart,1984,Dec,38.2,3.5,2.1
Hobart,1985,Mar,38.8,4.9,1.6
Hobart,1985,Jun,39.7,7.3,2.3
Hobart,1985,Sep,40.7,8.8,2.5
Hobart,1985,Dec,41.5,8.6,2.0
Hobart,1986,Mar,42.2,8.8,1.7
Hobart,1986,Jun,43.1,8.6,2.1
Hobart,1986,Sep,44.2,8.6,2.6
Hobart,1986,Dec,45.7,10.1,3.4
Hobart,1987,Mar,46.6,10.4,2.0
Hobart,1987,Jun,47.4,10.0,1.7
Hobart,1987,Sep,48.2,9.0,1.7
Hobart,1987,Dec,49.0,7.2,1.7
Hobart,1988,Mar,49.8,6.9,1.6
Hobart,1988,Jun,50.5,6.5,1.4
Hobart,1988,Sep,51.1,6.0,1.2
Hobart,1988,Dec,51.9,5.9,1.6
Hobart,1989,Mar,52.9,6.2,1.9
Hobart,1989,Jun,53.9,6.7,1.9
Hobart,1989,Sep,54.8,7.2,1.7
Hobart,1989,Dec,55.8,7.5,1.8
Hobart,1990,Mar,56.7,7.2,1.6
Hobart,1990,Jun,57.2,6.1,0.9
Hobart,1990,Sep,57.8,5.5,1.0
Hobart,1990,Dec,59.2,6.1,2.4
Hobart,1991,Mar,59.1,4.2,-0.2
Hobart,1991,Jun,59.4,3.8,0.5
Hobart,1991,Sep,59.9,3.6,0.8
Hobart,1991,Dec,60.3,1.9,0.7
Hobart,1992,Mar,60.3,2.0,0.0
Hobart,1992,Jun,60.1,1.2,-0.3
Hobart,1992,Sep,60.4,0.8,0.5
Hobart,1992,Dec,60.6,0.5,0.3
Hobart,1993,Mar,61.2,1.5,1.0
Hobart,1993,Jun,61.4,2.2,0.3
Hobart,1993,Sep,62.3,3.1,1.5
Hobart,1993,Dec,62.6,3.3,0.5
Hobart,1994,Mar,62.8,2.6,0.3
Hobart,1994,Jun,63.1,2.8,0.5
Hobart,1994,Sep,63.6,2.1,0.8
Hobart,1994,Dec,64.1,2.4,0.8
Hobart,1995,Mar,65.2,3.8,1.7
Hobart,1995,Jun,65.7,4.1,0.8
Hobart,1995,Sep,66.5,4.6,1.2
Hobart,1995,Dec,66.9,4.4,0.6
Hobart,1996,Mar,67.4,3.4,0.7
Hobart,1996,Jun,67.7,3.0,0.4
Hobart,1996,Sep,68.0,2.3,0.4
Hobart,1996,Dec,68.1,1.8,0.1
Hobart,1997,Mar,68.4,1.5,0.4
Hobart,1997,Jun,68.1,0.6,-0.4
Hobart,1997,Sep,67.7,-0.4,-0.6
Hobart,1997,Dec,68.0,-0.1,0.4
Hobart,1998,Mar,68.2,-0.3,0.3
Hobart,1998,Jun,68.5,0.6,0.4
Hobart,1998,Sep,68.9,1.8,0.6
Hobart,1998,Dec,68.9,1.3,0.0
Hobart,1999,Mar,68.6,0.6,-0.4
Hobart,1999,Jun,68.8,0.4,0.3
Hobart,1999,Sep,69.2,0.4,0.6
Hobart,1999,Dec,69.6,1.0,0.6
Hobart,2000,Mar,70.3,2.5,1.0
Hobart,2000,Jun,71.0,3.2,1.0
Hobart,2000,Sep,73.7,6.5,3.8
Hobart,2000,Dec,73.7,5.9,0.0
Hobart,2001,Mar,74.2,5.5,0.7
Hobart,2001,Jun,74.9,5.5,0.9
Hobart,2001,Sep,74.6,1.2,-0.4
Hobart,2001,Dec,75.2,2.0,0.8
Hobart,2002,Mar,75.9,2.3,0.9
Hobart,2002,Jun,76.9,2.7,1.3
Hobart,2002,Sep,77.2,3.5,0.4
Hobart,2002,Dec,77.5,3.1,0.4
Hobart,2003,Mar,78.6,3.6,1.4
Hobart,2003,Jun,79.1,2.9,0.6
Hobart,2003,Sep,79.2,2.6,0.1
Hobart,2003,Dec,79.7,2.8,0.6
Hobart,2004,Mar,80.3,2.2,0.8
Hobart,2004,Jun,81.0,2.4,0.9
Hobart,2004,Sep,81.4,2.8,0.5
Hobart,2004,Dec,82.4,3.4,1.2
Hobart,2005,Mar,83.1,3.5,0.8
Hobart,2005,Jun,83.5,3.1,0.5
Hobart,2005,Sep,84.3,3.6,1.0
Hobart,2005,Dec,84.8,2.9,0.6
Hobart,2006,Mar,85.4,2.8,0.7
Hobart,2006,Jun,86.4,3.5,1.2
Hobart,2006,Sep,87.1,3.3,0.8
Hobart,2006,Dec,86.8,2.4,-0.3
Hobart,2007,Mar,87.3,2.2,0.6
Hobart,2007,Jun,88.4,2.3,1.3
Hobart,2007,Sep,88.6,1.7,0.2
Hobart,2007,Dec,89.4,3.0,0.9
Hobart,2008,Mar,90.5,3.7,1.2
Hobart,2008,Jun,91.5,3.5,1.1
Hobart,2008,Sep,92.5,4.4,1.1
Hobart,2008,Dec,92.3,3.2,-0.2
Hobart,2009,Mar,92.5,2.2,0.2
Hobart,2009,Jun,93.0,1.6,0.5
Hobart,2009,Sep,94.1,1.7,1.2
Hobart,2009,Dec,94.7,2.6,0.6
Hobart,2010,Mar,95.4,3.1,0.7
Hobart,2010,Jun,95.8,3.0,0.4
Hobart,2010,Sep,96.8,2.9,1.0
Hobart,2010,Dec,96.9,2.3,0.1
Hobart,2011,Mar,98.2,2.9,1.3
Hobart,2011,Jun,99.1,3.4,0.9
Hobart,2011,Sep,99.9,3.2,0.8
Hobart,2011,Dec,100.0,3.2,0.1
Hobart,2012,Mar,100.3,2.1,0.3
Hobart,2012,Jun,99.9,0.8,-0.4
Hobart,2012,Sep,100.6,0.7,0.7
Hobart,2012,Dec,101.0,1.0,0.4
Hobart,2013,Mar,101.3,1.0,0.3
Hobart,2013,Jun,101.7,1.8,0.4
Hobart,2013,Sep,102.6,2.0,0.9
Hobart,2013,Dec,103.6,2.6,1.0
Hobart,2014,Mar,104.1,2.8,0.5
Hobart,2014,Jun,104.5,2.8,0.4
Hobart,2014,Sep,104.6,1.9,0.1
Hobart,2014,Dec,104.7,1.1,0.1
Hobart,2015,Mar,105.0,0.9,0.3
Hobart,2015,Jun,105.1,0.6,0.1
Hobart,2015,Sep,105.7,1.1,0.6
Hobart,2015,Dec,106.6,1.8,0.9
Hobart,2016,Mar,106.4,1.3,-0.2
Hobart,2016,Jun,106.4,1.2,0.0
Hobart,2016,Sep,107.1,1.3,0.7
Hobart,2016,Dec,108.0,1.3,0.8
Hobart,2017,Mar,108.9,2.3,0.8
Hobart,2017,Jun,108.9,2.3,0.0
Hobart,2017,Sep,109.2,2.0,0.3
Hobart,2017,Dec,110.3,2.1,1.0
Hobart,2018,Mar,111.1,2.0,0.7
Hobart,2018,Jun,111.5,2.4,0.4
Hobart,2018,Sep,112.2,2.7,0.6
Hobart,2018,Dec,113.6,3.0,1.2
Hobart,2019,Mar,113.4,2.1,-0.2
Hobart,2019,Jun,114.1,2.3,0.6
Hobart,2019,Sep,114.7,2.2,0.5
Hobart,2019,Dec,116.7,2.7,1.7
Hobart,2020,Mar,117.2,3.4,0.4
Hobart,2020,Jun,115.6,1.3,-1.4
Hobart,2020,Sep,116.7,1.7,1.0
Hobart,2020,Dec,117.6,0.8,0.8
Hobart,2021,Mar,118.5,1.1,0.8
Hobart,2021,Jun,119.8,3.6,1.1
Hobart,2021,Sep,120.2,3.0,0.3
Hobart,2021,Dec,122.9,4.5,2.2
Hobart,2022,Mar,125.4,5.8,2.0
Hobart,2022,Jun,127.6,6.5,1.8
Hobart,2022,Sep,130.5,8.6,2.3
Hobart,2022,Dec,132.4,7.7,1.5
Hobart,2023,Mar,134.0,6.9,1.2
Hobart,2023,Jun,134.6,5.5,0.4
Canberra,1949,Sep,4.3,10.3,2.4
Canberra,1949,Dec,4.3,4.9,0.0
Canberra,1950,Mar,4.4,7.3,2.3
Canberra,1950,Jun,4.6,9.5,4.5
Canberra,1950,Sep,4.7,9.3,2.2
Canberra,1950,Dec,4.8,11.6,2.1
Canberra,1951,Mar,5.1,15.9,6.3
Canberra,1951,Jun,5.4,17.4,5.9
Canberra,1951,Sep,5.7,21.3,5.6
Canberra,1951,Dec,6.0,25.0,5.3
Canberra,1952,Mar,6.2,21.6,3.3
Canberra,1952,Jun,6.5,20.4,4.8
Canberra,1952,Sep,6.7,17.5,3.1
Canberra,1952,Dec,6.7,11.7,0.0
Canberra,1953,Mar,6.8,9.7,1.5
Canberra,1953,Jun,6.8,4.6,0.0
Canberra,1953,Sep,6.9,3.0,1.5
Canberra,1953,Dec,7.0,4.5,1.4
Canberra,1954,Mar,6.9,1.5,-1.4
Canberra,1954,Jun,6.9,1.5,0.0
Canberra,1954,Sep,6.9,0.0,0.0
Canberra,1954,Dec,7.0,0.0,1.4
Canberra,1955,Mar,7.0,1.4,0.0
Canberra,1955,Jun,7.1,2.9,1.4
Canberra,1955,Sep,7.2,4.3,1.4
Canberra,1955,Dec,7.2,2.9,0.0
Canberra,1956,Mar,7.3,4.3,1.4
Canberra,1956,Jun,7.4,4.2,1.4
Canberra,1956,Sep,7.6,5.6,2.7
Canberra,1956,Dec,7.7,6.9,1.3
Canberra,1957,Mar,7.7,5.5,0.0
Canberra,1957,Jun,7.7,4.1,0.0
Canberra,1957,Sep,7.7,1.3,0.0
Canberra,1957,Dec,7.7,0.0,0.0
Canberra,1958,Mar,7.7,0.0,0.0
Canberra,1958,Jun,7.8,1.3,1.3
Canberra,1958,Sep,7.7,0.0,-1.3
Canberra,1958,Dec,7.8,1.3,1.3
Canberra,1959,Mar,7.8,1.3,0.0
Canberra,1959,Jun,7.9,1.3,1.3
Canberra,1959,Sep,7.9,2.6,0.0
Canberra,1959,Dec,7.9,1.3,0.0
Canberra,1960,Mar,8.0,2.6,1.3
Canberra,1960,Jun,8.0,1.3,0.0
Canberra,1960,Sep,8.2,3.8,2.5
Canberra,1960,Dec,8.2,3.8,0.0
Canberra,1961,Mar,8.2,2.5,0.0
Canberra,1961,Jun,8.3,3.8,1.2
Canberra,1961,Sep,8.3,1.2,0.0
Canberra,1961,Dec,8.4,2.4,1.2
Canberra,1962,Mar,8.3,1.2,-1.2
Canberra,1962,Jun,8.3,0.0,0.0
Canberra,1962,Sep,8.3,0.0,0.0
Canberra,1962,Dec,8.4,0.0,1.2
Canberra,1963,Mar,8.3,0.0,-1.2
Canberra,1963,Jun,8.3,0.0,0.0
Canberra,1963,Sep,8.4,1.2,1.2
Canberra,1963,Dec,8.4,0.0,0.0
Canberra,1964,Mar,8.4,1.2,0.0
Canberra,1964,Jun,8.4,1.2,0.0
Canberra,1964,Sep,8.5,1.2,1.2
Canberra,1964,Dec,8.7,3.6,2.4
Canberra,1965,Mar,8.7,3.6,0.0
Canberra,1965,Jun,8.8,4.8,1.1
Canberra,1965,Sep,8.8,3.5,0.0
Canberra,1965,Dec,8.9,2.3,1.1
Canberra,1966,Mar,8.9,2.3,0.0
Canberra,1966,Jun,8.9,1.1,0.0
Canberra,1966,Sep,9.0,2.3,1.1
Canberra,1966,Dec,9.0,1.1,0.0
Canberra,1967,Mar,9.1,2.2,1.1
Canberra,1967,Jun,9.2,3.4,1.1
Canberra,1967,Sep,9.3,3.3,1.1
Canberra,1967,Dec,9.3,3.3,0.0
Canberra,1968,Mar,9.3,2.2,0.0
Canberra,1968,Jun,9.4,2.2,1.1
Canberra,1968,Sep,9.4,1.1,0.0
Canberra,1968,Dec,9.4,1.1,0.0
Canberra,1969,Mar,9.5,2.2,1.1
Canberra,1969,Jun,9.5,1.1,0.0
Canberra,1969,Sep,9.6,2.1,1.1
Canberra,1969,Dec,9.7,3.2,1.0
Canberra,1970,Mar,9.8,3.2,1.0
Canberra,1970,Jun,9.9,4.2,1.0
Canberra,1970,Sep,10.0,4.2,1.0
Canberra,1970,Dec,10.3,6.2,3.0
Canberra,1971,Mar,10.3,5.1,0.0
Canberra,1971,Jun,10.5,6.1,1.9
Canberra,1971,Sep,10.7,7.0,1.9
Canberra,1971,Dec,10.8,4.9,0.9
Canberra,1972,Mar,10.9,5.8,0.9
Canberra,1972,Jun,11.0,4.8,0.9
Canberra,1972,Sep,11.2,4.7,1.8
Canberra,1972,Dec,11.3,4.6,0.9
Canberra,1973,Mar,11.5,5.5,1.8
Canberra,1973,Jun,11.9,8.2,3.5
Canberra,1973,Sep,12.3,9.8,3.4
Canberra,1973,Dec,12.8,13.3,4.1
Canberra,1974,Mar,13.2,14.8,3.1
Canberra,1974,Jun,13.6,14.3,3.0
Canberra,1974,Sep,14.3,16.3,5.1
Canberra,1974,Dec,14.8,15.6,3.5
Canberra,1975,Mar,15.1,14.4,2.0
Canberra,1975,Jun,15.8,16.2,4.6
Canberra,1975,Sep,15.7,9.8,-0.6
Canberra,1975,Dec,17.0,14.9,8.3
Canberra,1976,Mar,17.4,15.2,2.4
Canberra,1976,Jun,18.0,13.9,3.4
Canberra,1976,Sep,18.4,17.2,2.2
Canberra,1976,Dec,19.4,14.1,5.4
Canberra,1977,Mar,19.7,13.2,1.5
Canberra,1977,Jun,20.0,11.1,1.5
Canberra,1977,Sep,20.4,10.9,2.0
Canberra,1977,Dec,21.1,8.8,3.4
Canberra,1978,Mar,21.3,8.1,0.9
Canberra,1978,Jun,21.6,8.0,1.4
Canberra,1978,Sep,22.1,8.3,2.3
Canberra,1978,Dec,22.6,7.1,2.3
Canberra,1979,Mar,23.0,8.0,1.8
Canberra,1979,Jun,23.7,9.7,3.0
Canberra,1979,Sep,24.3,10.0,2.5
Canberra,1979,Dec,24.9,10.2,2.5
Canberra,1980,Mar,25.6,11.3,2.8
Canberra,1980,Jun,26.3,11.0,2.7
Canberra,1980,Sep,26.8,10.3,1.9
Canberra,1980,Dec,27.4,10.0,2.2
Canberra,1981,Mar,28.0,9.4,2.2
Canberra,1981,Jun,28.7,9.1,2.5
Canberra,1981,Sep,29.3,9.3,2.1
Canberra,1981,Dec,30.5,11.3,4.1
Canberra,1982,Mar,31.0,10.7,1.6
Canberra,1982,Jun,31.9,11.1,2.9
Canberra,1982,Sep,32.9,12.3,3.1
Canberra,1982,Dec,34.2,12.1,4.0
Canberra,1983,Mar,34.9,12.6,2.0
Canberra,1983,Jun,35.5,11.3,1.7
Canberra,1983,Sep,36.0,9.4,1.4
Canberra,1983,Dec,36.9,7.9,2.5
Canberra,1984,Mar,36.9,5.7,0.0
Canberra,1984,Jun,37.0,4.2,0.3
Canberra,1984,Sep,37.5,4.2,1.4
Canberra,1984,Dec,38.1,3.3,1.6
Canberra,1985,Mar,38.7,4.9,1.6
Canberra,1985,Jun,39.6,7.0,2.3
Canberra,1985,Sep,40.5,8.0,2.3
Canberra,1985,Dec,41.4,8.7,2.2
Canberra,1986,Mar,42.3,9.3,2.2
Canberra,1986,Jun,43.0,8.6,1.7
Canberra,1986,Sep,43.9,8.4,2.1
Canberra,1986,Dec,45.0,8.7,2.5
Canberra,1987,Mar,45.8,8.3,1.8
Canberra,1987,Jun,46.5,8.1,1.5
Canberra,1987,Sep,47.1,7.3,1.3
Canberra,1987,Dec,48.0,6.7,1.9
Canberra,1988,Mar,48.9,6.8,1.9
Canberra,1988,Jun,49.8,7.1,1.8
Canberra,1988,Sep,50.4,7.0,1.2
Canberra,1988,Dec,51.3,6.9,1.8
Canberra,1989,Mar,51.9,6.1,1.2
Canberra,1989,Jun,53.1,6.6,2.3
Canberra,1989,Sep,53.9,6.9,1.5
Canberra,1989,Dec,55.1,7.4,2.2
Canberra,1990,Mar,56.2,8.3,2.0
Canberra,1990,Jun,56.8,7.0,1.1
Canberra,1990,Sep,57.2,6.1,0.7
Canberra,1990,Dec,58.8,6.7,2.8
Canberra,1991,Mar,58.6,4.3,-0.3
Canberra,1991,Jun,58.6,3.2,0.0
Canberra,1991,Sep,59.4,3.8,1.4
Canberra,1991,Dec,59.9,1.9,0.8
Canberra,1992,Mar,60.1,2.6,0.3
Canberra,1992,Jun,59.9,2.2,-0.3
Canberra,1992,Sep,60.3,1.5,0.7
Canberra,1992,Dec,60.5,1.0,0.3
Canberra,1993,Mar,61.1,1.7,1.0
Canberra,1993,Jun,61.2,2.2,0.2
Canberra,1993,Sep,61.6,2.2,0.7
Canberra,1993,Dec,61.8,2.1,0.3
Canberra,1994,Mar,61.8,1.1,0.0
Canberra,1994,Jun,62.2,1.6,0.6
Canberra,1994,Sep,62.5,1.5,0.5
Canberra,1994,Dec,63.2,2.3,1.1
Canberra,1995,Mar,64.5,4.4,2.1
Canberra,1995,Jun,65.3,5.0,1.2
Canberra,1995,Sep,66.1,5.8,1.2
Canberra,1995,Dec,66.6,5.4,0.8
Canberra,1996,Mar,67.0,3.9,0.6
Canberra,1996,Jun,67.4,3.2,0.6
Canberra,1996,Sep,67.4,2.0,0.0
Canberra,1996,Dec,67.4,1.2,0.0
Canberra,1997,Mar,67.4,0.6,0.0
Canberra,1997,Jun,66.8,-0.9,-0.9
Canberra,1997,Sep,66.5,-1.3,-0.4
Canberra,1997,Dec,66.5,-1.3,0.0
Canberra,1998,Mar,66.9,-0.7,0.6
Canberra,1998,Jun,67.3,0.7,0.6
Canberra,1998,Sep,67.3,1.2,0.0
Canberra,1998,Dec,67.5,1.5,0.3
Canberra,1999,Mar,67.4,0.7,-0.1
Canberra,1999,Jun,67.4,0.1,0.0
Canberra,1999,Sep,68.0,1.0,0.9
Canberra,1999,Dec,68.6,1.6,0.9
Canberra,2000,Mar,69.3,2.8,1.0
Canberra,2000,Jun,69.9,3.7,0.9
Canberra,2000,Sep,72.5,6.6,3.7
Canberra,2000,Dec,72.8,6.1,0.4
Canberra,2001,Mar,73.3,5.8,0.7
Canberra,2001,Jun,74.0,5.9,1.0
Canberra,2001,Sep,74.0,2.1,0.0
Canberra,2001,Dec,74.9,2.9,1.2
Canberra,2002,Mar,75.3,2.7,0.5
Canberra,2002,Jun,76.2,3.0,1.2
Canberra,2002,Sep,76.6,3.5,0.5
Canberra,2002,Dec,77.3,3.2,0.9
Canberra,2003,Mar,78.1,3.7,1.0
Canberra,2003,Jun,78.1,2.5,0.0
Canberra,2003,Sep,78.8,2.9,0.9
Canberra,2003,Dec,79.3,2.6,0.6
Canberra,2004,Mar,79.9,2.3,0.8
Canberra,2004,Jun,80.4,2.9,0.6
Canberra,2004,Sep,80.8,2.5,0.5
Canberra,2004,Dec,81.2,2.4,0.5
Canberra,2005,Mar,81.6,2.1,0.5
Canberra,2005,Jun,82.1,2.1,0.6
Canberra,2005,Sep,83.1,2.8,1.2
Canberra,2005,Dec,83.7,3.1,0.7
Canberra,2006,Mar,84.5,3.6,1.0
Canberra,2006,Jun,86.0,4.8,1.8
Canberra,2006,Sep,86.6,4.2,0.7
Canberra,2006,Dec,86.4,3.2,-0.2
